Date,Description,Amount
2024-07-10,ACH deposit shopify TRANSFER 071024 GABRIELLA SCARINGE ST-R3A7G1U4W5D1,313.75
2024-07-10,ACH deposit TikTok Inc PAYMENT 071024 Shop Cherri LLC 000000XXXXX7746,166.85
2024-07-10,ACH deposit SHOPPAYINST AFRM PAYMENTS 071024 Cherri 17ZYOQOB0V54FK6,129.87
2024-07-10,Debit Card Purchase 071024 ORDER PROTECTION   LEHI   UT,-13.20
2024-07-10,ACH PAYMENT TO ....8657 UTIDMMKRKLXT47S7TDN,-1500.00
2024-07-10,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 071024 Shop Cherri LLC 28865860,-92.94
2024-07-10,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 071024 Shop Cherri LLC 28845509,-70.48
2024-07-10,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 071024 Shop Cherri LLC 28823832,-62.39
2024-07-11,ACH deposit shopify TRANSFER 071124 GABRIELLA SCARINGE ST-T6E6D5Z9K9Y7,256.20
2024-07-11,ACH deposit OrderProtectionc EDI PYMNTS 071124 Gabriella Scaringe 103395XXXXX6094,218.15
2024-07-11,ACH deposit TikTok Inc PAYMENT 071124 Shop Cherri LLC 000000XXXXX6499,173.29
2024-07-11,ACH deposit SHOPPAYINST AFRM PAYMENTS 071124 Cherri 9XMA7DNM7QC6VYR,60.43
2024-07-11,Debit Card Purchase 071124 ORDER PROTECTION   LEHI   UT,-3.30
2024-07-11,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 071124 Shop Cherri LLC 28892138,-55.90
2024-07-11,ACH Withdrawal PAYPAL INST XFER 071124 GABRIELLA SCARINGE SPOTIFYUSAI,-11.99
2024-07-12,ACH deposit TikTok Inc PAYMENT 071224 Shop Cherri LLC 000000XXXXX1006,547.92
2024-07-12,ACH deposit shopify TRANSFER 071224 GABRIELLA SCARINGE ST-N8T8F9N0A3P0,367.94
2024-07-12,Debit Card Purchase 071224 ORDER PROTECTION   LEHI   UT,-11.05
2024-07-12,ACH Withdrawal CLEARCO NN772DE 071224 Shop Cherri LLC 592G,-170.78
2024-07-12,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 071224 Shop Cherri LLC 28923508,-108.42
2024-07-15,ATM Cash Deposit,2900.00
2024-07-15,ACH deposit GLOBAL - E PAYMENT 071524 GABRIELLA SCARINGE,113.11
2024-07-15,ACH deposit shopify TRANSFER 071524 GABRIELLA SCARINGE ST-A1B3A5F3N6J0,74.76
2024-07-15,Debit Card Purchase 071524 ORDER PROTECTION   LEHI   UT,-3.86
2024-07-15,Debit Card Purchase 071524 ORDER PROTECTION   LEHI   UT,-13.13
2024-07-15,Debit Card Purchase 071524 ORDER PROTECTION   LEHI   UT,-14.00
2024-07-15,ACH Withdrawal STELLAR FASHION SALE 071524 GABRIELLA SCARINGE,-2686.25
2024-07-15,ACH Withdrawal STELLAR FASHION SALE 071524 GABRIELLA SCARINGE,-948.25
2024-07-15,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 071524 Shop Cherri LLC 28950178,-22.76
2024-07-16,ACH deposit shopify TRANSFER 071624 GABRIELLA SCARINGE ST-E8C0F5C4B0Z4,1561.29
2024-07-16,ACH deposit PAYPAL TRANSFER 071624 CHERRI 1035667073230,346.38
2024-07-16,ACH deposit TikTok Inc PAYMENT 071624 Shop Cherri LLC 000000XXXXX8071,144.87
2024-07-16,ACH deposit SHOPPAYINST AFRM PAYMENTS 071624 Cherri F02F7468DJBTLCJ,82.50
2024-07-16,ACH deposit TikTok Inc PAYMENT 071624 Shop Cherri LLC 000000XXXXX6480,73.95
2024-07-16,ACH deposit TikTok Inc PAYMENT 071624 Shop Cherri LLC 000000XXXXX4274,51.22
2024-07-16,Mobile Debit Purchase 071624 SHIPBOB COM      CHICAGO  IL,-2.40
2024-07-16,Debit Card Purchase 071624 ORDER PROTECTION   LEHI   UT,-11.03
2024-07-16,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 071624 Shop Cherri LLC 28977550,-143.06
2024-07-17,ACH deposit shopify TRANSFER 071724 GABRIELLA SCARINGE ST-S7C0D6R0Q2M5,731.58
2024-07-17,ACH deposit SHOPPAYINST AFRM PAYMENTS 071724 Cherri OF5LWN4C8D19MPI,89.28
2024-07-17,ACH deposit TikTok Inc PAYMENT 071724 Shop Cherri LLC 000000XXXXX4990,42.72
2024-07-17,Debit Card Purchase 071724 ORDER PROTECTION   LEHI   UT,-30.16
2024-07-17,ACH Withdrawal PAYPAL BUS MC CARD PYMT 071724 Scaringe Gabriella 043000XXXXX0718,-1500.00
2024-07-17,ACH Withdrawal CHASE CREDIT CRD EPAY 071724 GABRIELLA MARIE SCARIN 7668124598,-1500.00
2024-07-17,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 071724 Shop Cherri LLC 29046854,-215.95
2024-07-17,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 071724 Shop Cherri LLC 29005392,-115.25
2024-07-17,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 071724 Shop Cherri LLC 29026217,-66.41
2024-07-18,ACH deposit shopify TRANSFER 071824 GABRIELLA SCARINGE ST-I3D3L3N5Q1C9,239.91
2024-07-18,ACH deposit TikTok Inc PAYMENT 071824 Shop Cherri LLC 000000XXXXX8857,125.18
2024-07-18,Debit Card Purchase 071824 ORDER PROTECTION   LEHI   UT,-2.55
2024-07-18,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 071824 Shop Cherri LLC 29074000,-56.02
2024-07-19,ACH deposit shopify TRANSFER 071924 GABRIELLA SCARINGE ST-O9E8G1O6A5M2,448.21
2024-07-19,ACH deposit TikTok Inc PAYMENT 071924 Shop Cherri LLC 000000XXXXX9557,263.17
2024-07-19,ACH deposit AFTERPAY 1217 EDI PAYMNT 071924 Gabriella Scaringe 5aniRTioZzjNRBH,62.44
2024-07-19,Debit Card Purchase 071924 ORDER PROTECTION   LEHI   UT,-15.45
2024-07-19,ACH Withdrawal WOVEN TECHNOLOGI SALE 071924 GABRIELLA SCARINGE,-1879.66
2024-07-19,ACH Withdrawal CLEARCO NN772DE 071924 Shop Cherri LLC HSND,-170.78
2024-07-19,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 071924 Shop Cherri LLC 29105411,-87.31
2024-07-22,ACH deposit shopify TRANSFER 072224 GABRIELLA SCARINGE ST-X4R4D2U9G6K8,603.97
2024-07-22,ACH deposit GLOBAL - E PAYMENT 072224 GABRIELLA SCARINGE,141.94
2024-07-22,ACH deposit SHOPPAYINST AFRM PAYMENTS 072224 Cherri TODBOZICP2QNZB8,54.34
2024-07-22,Debit Card Purchase 072224 ORDER PROTECTION   LEHI   UT,-7.92
2024-07-22,Debit Card Purchase 072224 ORDER PROTECTION   LEHI   UT,-17.31
2024-07-22,Debit Card Purchase 072224 ORDER PROTECTION   LEHI   UT,-18.82
2024-07-22,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 072224 Shop Cherri LLC 29140737,-151.72
2024-07-23,ACH deposit shopify TRANSFER 072324 GABRIELLA SCARINGE ST-Z7N3B7Q1N8F9,1285.43
2024-07-23,ACH deposit PAYPAL TRANSFER 072324 CHERRI 1035806407339,615.64
2024-07-23,ACH deposit TikTok Inc PAYMENT 072324 Shop Cherri LLC 000000XXXXX1886,436.81
2024-07-23,ACH deposit TikTok Inc PAYMENT 072324 Shop Cherri LLC 000000XXXXX4773,221.83
2024-07-23,ACH deposit SHOPPAYINST AFRM PAYMENTS 072324 Cherri JI83RL8MZKBPGMH,137.03
2024-07-23,ACH deposit SHOPPAYINST AFRM PAYMENTS 072324 Cherri UEE0N1HZHKH7TXR,87.80
2024-07-23,ACH deposit TikTok Inc PAYMENT 072324 Shop Cherri LLC 000000XXXXX8032,83.56
2024-07-23,ACH deposit SHOPPAYINST AFRM PAYMENTS 072324 Cherri VASKYDP17XXK2OX,75.35
2024-07-23,ACH deposit AFTERPAY 1217 EDI PAYMNT 072324 Gabriella Scaringe r5OAyOZ6prFUw4C,75.27
2024-07-23,Debit Card Purchase 072324 ORDER PROTECTION   LEHI   UT,-16.95
2024-07-23,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 072324 Shop Cherri LLC 29178775,-186.71
2024-07-24,ACH deposit shopify TRANSFER 072424 GABRIELLA SCARINGE ST-N2F3H7P4D7P5,1283.50
2024-07-24,ACH deposit TikTok Inc PAYMENT 072424 Shop Cherri LLC 000000XXXXX1953,202.10
2024-07-24,Debit Card Purchase 072424 ORDER PROTECTION   LEHI   UT,-18.16
2024-07-24,ACH Withdrawal PAYPAL INST XFER 072424 CHERRI METAPLATFOR,-900.00
2024-07-24,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 072424 Shop Cherri LLC 29248098,-226.33
2024-07-24,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 072424 Shop Cherri LLC 29227333,-146.14
2024-07-24,ACH Withdrawal PAYPAL INST XFER 072424 CHERRI BELLEFALL,-143.83
2024-07-24,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 072424 Shop Cherri LLC 29206378,-62.54
2024-07-25,ACH deposit shopify TRANSFER 072524 GABRIELLA SCARINGE ST-C0C1E5O3N3U8,433.07
2024-07-25,ACH deposit TikTok Inc PAYMENT 072524 Shop Cherri LLC 000000XXXXX8137,129.65
2024-07-25,Debit Card Purchase 072524 ORDER PROTECTION   LEHI   UT,-9.72
2024-07-25,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 072524 Shop Cherri LLC 29291838,-576.99
2024-07-25,ACH Withdrawal CLEARCO NN772DE 072524 Shop Cherri LLC PD9J,-162.14
2024-07-25,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 072524 Shop Cherri LLC 29275252,-87.30
2024-07-26,ACH deposit shopify TRANSFER 072624 GABRIELLA SCARINGE ST-V4X5X9W2V4J8,381.80
2024-07-26,ACH deposit TikTok Inc PAYMENT 072624 Shop Cherri LLC 000000XXXXX5061,6.00
2024-07-26,Debit Card Purchase 072624 ORDER PROTECTION   LEHI   UT,-10.14
2024-07-26,ACH Withdrawal PAYPAL INST XFER 072624 CHERRI METAPLATFOR,-591.68
2024-07-26,ACH Withdrawal CLEARCO NN772DE 072624 Shop Cherri LLC YG5N,-170.78
2024-07-26,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 072624 Shop Cherri LLC 29310086,-80.89
2024-07-29,ACH deposit shopify TRANSFER 072924 GABRIELLA SCARINGE ST-E3G7Y7T5K1Z1,868.16
2024-07-29,ACH deposit SHOPPAYINST AFRM PAYMENTS 072924 Cherri B61ANDVCGBX8WDM,54.98
2024-07-29,Debit Card Purchase 072924 ORDER PROTECTION   LEHI   UT,-8.21
2024-07-29,Debit Card Purchase 072924 ORDER PROTECTION   LEHI   UT,-10.68
2024-07-29,Debit Card Purchase 072924 ORDER PROTECTION   LEHI   UT,-22.20
2024-07-29,Recur Mobile Debit Purchase 072924 SHOPIFY XXXXX4040 ELK GROVE VI IL,-592.80
2024-07-29,ACH Withdrawal STELLAR FASHION SALE 072924 GABRIELLA SCARINGE,-2524.50
2024-07-29,ACH Withdrawal STELLAR FASHION SALE 072924 GABRIELLA SCARINGE,-1550.41
2024-07-29,ACH Withdrawal PAYPAL INST XFER 072924 GABRIELLA SCARINGE ON PRINTS,-548.97
2024-07-29,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 072924 Shop Cherri LLC 29336720,-219.49
2024-07-29,ACH Withdrawal STELLAR FASHION SALE 072924 GABRIELLA SCARINGE,-23.37
2024-07-29,ACH Withdrawal PAYPAL INST XFER 072924 GABRIELLA SCARINGE UBER,-9.99
2024-07-29,ACH Withdrawal PAYPAL INST XFER 072924 GABRIELLA SCARINGE HULU,-7.99
2024-07-30,ACH deposit shopify TRANSFER 073024 GABRIELLA SCARINGE ST-T7G2A4M6I2S9,775.53
2024-07-30,ACH deposit SHOPPAYINST AFRM PAYMENTS 073024 Cherri 6TFDDK80S7TGSZU,120.75
2024-07-30,ACH deposit SHOPPAYINST AFRM PAYMENTS 073024 Cherri WI8INSE83EJYEW4,89.28
2024-07-30,ACH deposit SHOPPAYINST AFRM PAYMENTS 073024 Cherri NZZN9PB2E3DLI9J,77.38
2024-07-30,ACH deposit PAYPAL TRANSFER 073024 CHERRI 1035946735999,74.08
2024-07-30,ACH deposit TikTok Inc PAYMENT 073024 Shop Cherri LLC 000000XXXXX6883,71.58
2024-07-30,ACH deposit TikTok Inc PAYMENT 073024 Shop Cherri LLC 000000XXXXX0554,10.28
2024-07-30,ACH deposit TikTok Inc PAYMENT 073024 Shop Cherri LLC 000000XXXXX3684,3.60
2024-07-30,Debit Card Purchase 073024 ORDER PROTECTION   LEHI   UT,-0.98
2024-07-30,ACH Withdrawal UPSBILLCTR 0000F5W411,-481.86
2024-07-30,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 073024 Shop Cherri LLC 29364679,-57.32
2024-07-31,ACH deposit shopify TRANSFER 073124 GABRIELLA SCARINGE ST-H4D1F4R3U0M6,546.12
2024-07-31,ACH deposit AFTERPAY 1217 EDI PAYMNT 073124 Gabriella Scaringe ZiDm7uy90N6gBBM,76.17
2024-07-31,ACH deposit TikTok Inc PAYMENT 073124 Shop Cherri LLC 000000XXXXX9629,5.36
2024-07-31,Debit Card Purchase 073124 ORDER PROTECTION   LEHI   UT,-14.10
2024-07-31,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 073124 Shop Cherri LLC 29435701,-135.39
2024-07-31,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 073124 Shop Cherri LLC 29392424,-112.31
2024-07-31,"ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 073124 Shop Cherri LLC 29413494 Speak to a dedicated business solutions expert at 1-888-755-2172 — a one-stop number for both your business and personal needs. 50 HENRY ST APT 9C NEW YORK NY 10002 Previous Balance 05/31/24 $8,868.77    Number of Days in Cycle          28 59 Deposits/Credits      $19,482.16    Minimum Balance This Cycle ($3,169.86) 80 Checks/Debits         ($23,942.04)  Average Collected Balance   $5,394.81 Ending Balance 06/28/24   $4,407.89",-37.60
2024-08-01,ACH deposit shopify TRANSFER 080124 GABRIELLA SCARINGE ST-M4S0Z9I5O9Y3,460.81
2024-08-01,ACH deposit SHOPPAYINST AFRM PAYMENTS 080124 Cherri O6XY5IKP98NHP0J,124.69
2024-08-01,"ACH deposit TikTok Shop 2407315201 080124 Shop Cherri LLC USLCEWELSX,",124.49
2024-08-01,ACH deposit GLOBAL - E PAYMENT 080124 GABRIELLA SCARINGE,61.17
2024-08-01,Mobile Debit Purchase 080124 SHIPBOB COM      CHICAGO   IL,-2.56
2024-08-01,Debit Card Purchase 080124 ORDER PROTECTION   LEHI    UT,-19.43
2024-08-01,ACH Withdrawal CLEARCO NN772DE 080124 Shop Cherri LLC V6KK,-162.14
2024-08-01,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 080124 Shop Cherri LLC 29461961,-145.05
2024-08-02,ACH deposit shopify TRANSFER 080224 GABRIELLA SCARINGE ST-K4C5D9O3L1O7,602.53
2024-08-02,ACH deposit SHOPPAYINST AFRM PAYMENTS 080224 Cherri TUREIWFDCOXRXOP,130.50
2024-08-02,Debit Card Purchase 080224 ORDER PROTECTION   LEHI   UT,-11.02
2024-08-02,Recur Debit Card Purchase 080224 MANHATTAN MINI STORAGE 573 4490091 NY,-505.99
2024-08-02,ACH Withdrawal PAYPAL INST XFER 080224 CHERRI METAPLATFOR,-708.90
2024-08-02,ACH Withdrawal CLEARCO NN772DE 080224 Shop Cherri LLC ZB8H,-170.78
2024-08-02,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 080224 Gabriella Scaringe 29495102,-160.59
2024-08-05,ACH deposit shopify TRANSFER 080524 GABRIELLA SCARINGE ST-F7K0M1P3D8X7,202.99
2024-08-05,"ACH deposit TikTok Shop 2408025202 080524 Shop Cherri LLC USLCEWELSX,",140.02
2024-08-05,ACH deposit TikTok Inc PAYMENT 080524 Shop Cherri LLC 000000XXXXX2659,20.36
2024-08-05,Debit Card Purchase 080524 ORDER PROTECTION   LEHI   UT,-3.25
2024-08-05,Debit Card Purchase 080524 ORDER PROTECTION   LEHI   UT,-18.76
2024-08-05,Debit Card Purchase 080524 ORDER PROTECTION   LEHI   UT,-22.10
2024-08-05,ACH Withdrawal PAYPAL INST XFER 080524 CHERRI METAPLATFOR,-261.74
2024-08-05,ACH Withdrawal TikTok Inc REVERSAL 080524 Shop Cherri LLC 000000XXXXX6883,-71.58
2024-08-05,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 080524 Gabriella Scaringe 29522473,-58.25
2024-08-05,IAT ACH Withdrawal CEDCOSS TECHNOLO IAT PAYPAL 080524 CHERRI 1036054292018,-49.00
2024-08-05,ACH Withdrawal GOOGLE APPS_COMME 080524 Gabriella Scaringe US0041XCL6,-31.35
2024-08-05,ACH Withdrawal TikTok Inc REVERSAL 080524 Shop Cherri LLC 000000XXXXX3684,-3.60
2024-08-06,ACH deposit shopify TRANSFER 080624 GABRIELLA SCARINGE ST-D2O2X1S2X6I7,2061.52
2024-08-06,ACH deposit TikTok Inc PAYMENT 080624 Shop Cherri LLC 000000XXXXX1886,264.12
2024-08-06,ACH deposit PAYPAL TRANSFER 080624 CHERRI 1036096216133,110.83
2024-08-06,ACH deposit SHOPPAYINST AFRM PAYMENTS 080624 Cherri XDOMR384UGEHB3P,101.55
2024-08-06,ACH deposit TikTok Inc PAYMENT 080624 Shop Cherri LLC 000000XXXXX5349,64.54
2024-08-06,ACH deposit TikTok Inc PAYMENT 080624 Shop Cherri LLC 000000XXXXX6589,34.19
2024-08-06,Debit Card Purchase 080624 ORDER PROTECTION   LEHI   UT,-30.21
2024-08-06,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 080624 Gabriella Scaringe 29550868,-133.65
2024-08-06,ACH Withdrawal STELLAR FASHION SALE 080624 GABRIELLA SCARINGE,-125.00
2024-08-06,ACH Withdrawal STELLAR FASHION SALE 080624 GABRIELLA SCARINGE,-105.00
2024-08-06,ACH Withdrawal UPSBILLCTR 0000F5W411,-9.88
2024-08-07,INSTANT TRANSFER RECEIVED FROM ....6721 UTIDMMIUEIQNYDVBGUX,800.00
2024-08-07,ACH deposit shopify TRANSFER 080724 GABRIELLA SCARINGE ST-E7S5B1N3S7G4,378.84
2024-08-07,ACH deposit TikTok Inc PAYMENT 080724 Shop Cherri LLC 000000XXXXX8031,136.05
2024-08-07,Debit Card Purchase 080724 ORDER PROTECTION   LEHI   UT,-13.42
2024-08-07,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 080724 Gabriella Scaringe 29609193,-211.74
2024-08-07,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 080724 Gabriella Scaringe 29587507,-167.14
2024-08-07,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 080724 Gabriella Scaringe 29632072,-114.40
2024-08-08,ACH deposit shopify TRANSFER 080824 GABRIELLA SCARINGE ST-G2K8L8S4Y2N7,1050.98
2024-08-08,ACH deposit PAYPAL TRANSFER 080824 CHERRI 1036148823727,579.57
2024-08-08,ACH deposit GLOBAL - E PAYMENT 080824 GABRIELLA SCARINGE,240.33
2024-08-08,ACH deposit TikTok Inc PAYMENT 080824 Shop Cherri LLC 000000XXXXX2646,189.79
2024-08-08,Debit Card Purchase 080824 ORDER PROTECTION   LEHI   UT,-20.67
2024-08-08,ACH Withdrawal PAYPAL INST XFER 080824 CHERRI METAPLATFOR,-900.00
2024-08-08,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 080824 Gabriella Scaringe 29668667,-227.93
2024-08-08,ACH Withdrawal CLEARCO NN772DE 080824 Shop Cherri LLC EKNB,-162.14
2024-08-09,ACH deposit shopify TRANSFER 080924 GABRIELLA SCARINGE ST-D6L3L4Z3T6P4,647.04
2024-08-09,ACH deposit SHOPPAYINST AFRM PAYMENTS 080924 Cherri R2XPRPL13QI39H4,176.78
2024-08-09,ACH deposit TikTok Inc PAYMENT 080924 Shop Cherri LLC 000000XXXXX4745,97.89
2024-08-09,Debit Card Purchase 080924 ORDER PROTECTION   LEHI   UT,-34.86
2024-08-09,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 080924 Gabriella Scaringe 29700595,-261.55
2024-08-09,ACH Withdrawal CLEARCO NN772DE 080924 Shop Cherri LLC MDVH,-170.78
2024-08-12,ACH deposit shopify TRANSFER 081224 GABRIELLA SCARINGE ST-C7Y2V5Z2X4U3,735.99
2024-08-12,ACH deposit TikTok Inc PAYMENT 081224 Shop Cherri LLC 000000XXXXX9372,4.17
2024-08-12,Debit Card Purchase 081224 ORDER PROTECTION   LEHI   UT,-10.89
2024-08-12,Debit Card Purchase 081224 ORDER PROTECTION   LEHI   UT,-23.11
2024-08-12,Debit Card Purchase 081224 ORDER PROTECTION   LEHI   UT,-23.42
