Date,Description,Amount
2025-05-16,ACH Withdrawal CLEARCO NN772DE 051625 Shop Cherri LLC XW7T,-125.89
2025-05-16,ACH Withdrawal PAYPAL INST XFER 051625 GABRIELLA SCARINGE UBER,-28.92
2025-05-16,ACH Withdrawal PAYPAL INST XFER 051625 CHERRI  CANVA,-14.99
2025-05-16,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 051625 GABRIELLA SCARINGE M121030490917,-9.70
2025-05-19,ACH deposit shopify TRANSFER 051925 GABRIELLA SCARINGE ST-V8J9M0J8R7A2,1364.96
2025-05-19,ACH deposit SHOPIFY TRANSFER 051925 GABRIELLA SCARINGE CHERRI,189.59
2025-05-19,ACH deposit SHOPIFY TRANSFER 051925 GABRIELLA SCARINGE CHERRI,152.77
2025-05-19,ACH deposit SHOPIFY TRANSFER 051925 GABRIELLA SCARINGE CHERRI,98.73
2025-05-19,ACH deposit TikTok Inc PAYMENT 051925 Shop Cherri LLC 000000XXXXX3863,53.44
2025-05-19,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 051925 Shop Cherri LLC 38584623,-270.05
2025-05-19,ACH Withdrawal PAYPAL INST XFER 051925 GABRIELLA SCARINGE USPS CNS,-166.50
2025-05-19,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 051925 Shop Cherri LLC 38587434,-158.85
2025-05-19,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 051925 GABRIELLA SCARINGE M121032357837,-26.11
2025-05-20,ACH deposit shopify TRANSFER 052025 GABRIELLA SCARINGE ST-D0H3W3K7N0D5,1321.85
2025-05-20,ACH deposit SHOPIFY TRANSFER 052025 GABRIELLA SCARINGE CHERRI,191.39
2025-05-20,ACH deposit SHOPPAYINST AFRM PAYMENTS 052025 Cherri XCKBE6H72CUOREI,152.85
2025-05-20,ACH deposit TikTok Inc PAYMENT 052025 Shop Cherri LLC 000000XXXXX7514,139.76
2025-05-20,ACH deposit TikTok Inc PAYMENT 052025 Shop Cherri LLC 000000XXXXX3251,85.01
2025-05-20,ACH deposit SHOPPAYINST AFRM PAYMENTS 052025 Cherri R6VZYMOD0K9RSJB,82.50
2025-05-20,ACH deposit SHOPPAYINST AFRM PAYMENTS 052025 Cherri T47UPVFTROFRJZN,34.51
2025-05-20,ACH deposit TikTok Inc PAYMENT 052025 Shop Cherri LLC 000000XXXXX5311,31.00
2025-05-20,ACH deposit TikTok Inc PAYMENT 052025 Shop Cherri LLC 000000XXXXX1141,16.40
2025-05-20,ACH Withdrawal PAYPAL INST XFER 052025 CHERRI METAPLATFOR,-2000.00
2025-05-20,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 052025 Shop Cherri LLC 38615163,-144.38
2025-05-20,ACH Withdrawal CLEARCO NN772DE 052025 Shop Cherri LLC V95C,-143.06
2025-05-20,ACH Withdrawal CLEARCO NN772DE 052025 Shop Cherri LLC 9XGK,-131.18
2025-05-20,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 052025 Shop Cherri LLC 38617943,-84.93
2025-05-20,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 052025 GABRIELLA SCARINGE M121034525743,-31.23
2025-05-20,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 052025 GABRIELLA SCARINGE M121036166467,-22.43
2025-05-20,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 052025 GABRIELLA SCARINGE M121037191262,-18.75
2025-05-20,ACH Withdrawal UPSBILLCTR 0000F5W411,-17.41
2025-05-21,ACH deposit shopify TRANSFER 052125 GABRIELLA SCARINGE ST-N3S8T2J8B5U8,1034.08
2025-05-21,ACH deposit SHOPIFY TRANSFER 052125 GABRIELLA SCARINGE CHERRI,207.94
2025-05-21,Mobile Debit Purchase 052125 AMZ AMAZON PAYMENTS  AMZN COM BIL WA,-39.99
2025-05-21,ACH Withdrawal WOVEN TECHNOLOGI SALE 052125 GABRIELLA SCARINGE,-2000.63
2025-05-21,ACH Withdrawal WOVEN TECHNOLOGI SALE 052125 GABRIELLA SCARINGE,-1389.87
2025-05-21,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 052125 Shop Cherri LLC 38703234,-229.37
2025-05-21,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 052125 Shop Cherri LLC 38676921,-139.59
2025-05-21,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 052125 Shop Cherri LLC 38710806,-134.93
2025-05-21,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 052125 Shop Cherri LLC 38648986,-99.30
2025-05-21,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 052125 Shop Cherri LLC 38681511,-82.11
2025-05-21,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 052125 Shop Cherri LLC 38651951,-58.41
2025-05-21,IAT ACH Withdrawal THREECOLTS INDIA IAT PAYPAL 052125 CHERRI 1042325323576,-49.00
2025-05-21,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 052125 GABRIELLA SCARINGE M121038202485,-14.00
2025-05-22,ACH deposit shopify TRANSFER 052225 GABRIELLA SCARINGE ST-C6R4O7X2G7U5,402.00
2025-05-22,ACH deposit SHOPIFY TRANSFER 052225 GABRIELLA SCARINGE CHERRI,352.57
2025-05-22,ACH deposit TikTok Inc PAYMENT 052225 Shop Cherri LLC 000000XXXXX1993,104.13
2025-05-22,Mobile Debit Purchase 052225 AMAZON RETA NZ96K50M1 SEATTLE WA,-59.84
2025-05-22,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 052225 Shop Cherri LLC 38740499,-139.97
2025-05-22,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 052225 Shop Cherri LLC 38743421,-82.33
2025-05-22,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 052225 GABRIELLA SCARINGE M81045929154,-29.86
2025-05-23,ACH deposit shopify TRANSFER 052325 GABRIELLA SCARINGE ST-F3G4U9S0E4J1,819.11
2025-05-23,ACH deposit SHOPIFY TRANSFER 052325 GABRIELLA SCARINGE CHERRI,308.07
2025-05-23,ACH deposit TikTok Inc PAYMENT 052325 Shop Cherri LLC 000000XXXXX2729,235.20
2025-05-23,Recur Mobile Debit Purchase 052325 SHOPIFY XXXXX1550 ELK GROVE VI IL,-948.68
2025-05-23,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 052325 Shop Cherri LLC 38790785,-186.45
2025-05-23,ACH Withdrawal CLEARCO NN772DE 052325 Shop Cherri LLC PMTH,-125.89
2025-05-23,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 052325 Shop Cherri LLC 38793643,-109.68
2025-05-23,ACH Withdrawal PAYPAL INST XFER 052325 GABRIELLA SCARINGE UBER,-27.48
2025-05-23,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 052325 GABRIELLA SCARINGE M121041879282,-9.10
2025-05-27,ACH deposit shopify TRANSFER 052725 GABRIELLA SCARINGE ST-N0L1A9E1U9Y0,689.45
2025-05-27,ACH deposit SHOPIFY TRANSFER 052725 GABRIELLA SCARINGE CHERRI,231.21
2025-05-27,ACH deposit SHOPIFY TRANSFER 052725 GABRIELLA SCARINGE CHERRI,181.33
2025-05-27,ACH deposit SHOPIFY TRANSFER 052725 GABRIELLA SCARINGE CHERRI,113.40
2025-05-27,ACH deposit TikTok Inc PAYMENT 052725 Shop Cherri LLC 000000XXXXX6956,103.70
2025-05-27,ACH deposit TikTok Inc PAYMENT 052725 Shop Cherri LLC 000000XXXXX1079,101.48
2025-05-27,ACH deposit SHOPIFY TRANSFER 052725 GABRIELLA SCARINGE CHERRI,78.93
2025-05-27,ACH deposit TikTok Inc PAYMENT 052725 Shop Cherri LLC 000000XXXXX0722,25.28
2025-05-27,ACH deposit TikTok Inc PAYMENT 052725 Shop Cherri LLC 000000XXXXX4191,11.20
2025-05-27,Recur Debit Card Purchase 052725 LINKTREE LINKTREE SAN FRANCISC CA,-9.49
2025-05-27,ACH Withdrawal PAYPAL INST XFER 052725 CHERRI METAPLATFOR,-2000.00
2025-05-27,ACH Withdrawal PAYPAL INST XFER 052725 CHERRI ALIPAYUSINC,-194.53
2025-05-27,ACH Withdrawal CLEARCO NN772DE 052725 Shop Cherri LLC 5J3C,-143.06
2025-05-27,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 052725 Shop Cherri LLC 38837053,-140.18
2025-05-27,ACH Withdrawal PAYPAL INST XFER 052725 CHERRI UPWRKESCROW,-131.52
2025-05-27,ACH Withdrawal CLEARCO NN772DE 052725 Shop Cherri LLC 3YT2,-131.18
2025-05-27,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 052725 Shop Cherri LLC 38839857,-82.46
2025-05-27,ACH Withdrawal PAYPAL INST XFER 052725 GABRIELLA SCARINGE UBER,-23.39
2025-05-27,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 052725 GABRIELLA SCARINGE M121045355660,-23.06
2025-05-27,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 052725 GABRIELLA SCARINGE M121043619910,-22.21
2025-05-27,ACH Withdrawal PAYPAL INST XFER 052725 GABRIELLA SCARINGE UBER,-20.97
2025-05-27,ACH Withdrawal PAYPAL INST XFER 052725 GABRIELLA SCARINGE UBER,-14.60
2025-05-27,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 052725 GABRIELLA SCARINGE M121048153440,-13.38
2025-05-27,ACH Withdrawal PAYPAL INST XFER 052725 GABRIELLA SCARINGE UBER,-9.99
2025-05-27,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 052725 GABRIELLA SCARINGE M121047113464,-7.23
2025-05-28,ACH deposit shopify TRANSFER 052825 GABRIELLA SCARINGE ST-N9E2F6B5E1W4,1735.74
2025-05-28,ACH deposit SHOPPAYINST AFRM PAYMENTS 052825 Cherri GQGIKYSJ0XNYMCE,148.38
2025-05-28,ACH deposit SHOPPAYINST AFRM PAYMENTS 052825 Cherri 78ECHJNDZ8N1Y7N,114.99
2025-05-28,ACH deposit SHOPPAYINST AFRM PAYMENTS 052825 Cherri DSDB09WYHTF30P7,83.03
2025-05-28,ACH deposit TikTok Inc PAYMENT 052825 Shop Cherri LLC 000000XXXXX5023,51.28
2025-05-28,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 052825 Shop Cherri LLC 38871847,-99.82
2025-05-28,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 052825 Shop Cherri LLC 38874594,-58.72
2025-05-28,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 052825 GABRIELLA SCARINGE M121049167935,-13.49
2025-05-29,ACH deposit shopify TRANSFER 052925 GABRIELLA SCARINGE ST-D2T4A0P6H9X8,695.38
2025-05-29,ACH deposit TikTok Inc PAYMENT 052925 Shop Cherri LLC 000000XXXXX2680,116.20
2025-05-29,ACH deposit SHOPIFY TRANSFER 052925 GABRIELLA SCARINGE CHERRI,99.91
2025-05-29,ACH deposit VENMO CASHOUT 052925 GABRIELLA SCARINGE 1042489148324,52.22
2025-05-29,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 052925 Shop Cherri LLC 38985567,-128.59
2025-05-29,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 052925 Shop Cherri LLC 38959610,-125.69
2025-05-29,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 052925 Shop Cherri LLC 38935315,-120.35
2025-05-29,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 052925 Shop Cherri LLC 38906283,-90.74
2025-05-29,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 052925 Shop Cherri LLC 38979907,-75.64
2025-05-29,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 052925 Shop Cherri LLC 38968041,-73.93
2025-05-29,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 052925 Shop Cherri LLC 38930096,-70.80
2025-05-29,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 052925 Shop Cherri LLC 38909261,-53.38
2025-05-29,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 052925 GABRIELLA SCARINGE M121050333342,-19.82
2025-05-29,ACH Withdrawal PAYPAL INST XFER 052925 GABRIELLA SCARINGE HULU,-9.99
2025-05-30,ACH deposit shopify TRANSFER 053025 GABRIELLA SCARINGE ST-X7G4W8E9G8Z9,710.50
2025-05-30,ACH deposit TikTok Inc PAYMENT 053025 Shop Cherri LLC 000000XXXXX2943,170.52
2025-05-30,ACH deposit SHOPIFY TRANSFER 053025 GABRIELLA SCARINGE CHERRI,100.60
2025-05-30,ACH deposit SHOPPAYINST AFRM PAYMENTS 053025 Cherri MWJYGTQW4J2XOYH,76.44
2025-05-30,ACH Withdrawal ITB FULFILLMENT SALE 053025 GABRIELLA SCARINGE,-1590.68
2025-05-30,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 053025 Shop Cherri LLC 39022898,-163.81
2025-05-30,ACH Withdrawal CLEARCO NN772DE 053025 Shop Cherri LLC XH8W,-125.89
2025-05-30,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 053025 Shop Cherri LLC 39025805,-96.36
2025-05-30,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 053025 GABRIELLA SCARINGE M121052186111,-13.29
2025-06-02,ACH deposit SHOPIFY TRANSFER 060225 GABRIELLA SCARINGE CHERRI,326.05
2025-06-02,ACH deposit shopify TRANSFER 060225 GABRIELLA SCARINGE ST-P5C4F6T7J5P7,314.38
2025-06-02,ACH deposit SHOPIFY TRANSFER 060225 GABRIELLA SCARINGE CHERRI,298.60
2025-06-02,Mobile Debit Purch Return 060225 PAYPAL USPS CNS  8002758777 DC,-166.50
2025-06-02,ACH deposit TikTok Inc PAYMENT 060225 Shop Cherri LLC 000000XXXXX6513,134.40
2025-06-02,Mobile Debit Purchase 060225 SHIPBOB COM      CHICAGO   IL,-2.58
2025-06-02,Recur Mobile Debit Purchase 060225 PY MANHATTAN MINI 198 NEW YORK NY,-540.99
2025-06-02,ACH Withdrawal PAYPAL INST XFER 060225 CHERRI METAPLATFOR . information. the error or problem appeared. an error or why you need more information. the time it takes us to complete our investigation.,-2000.00
2025-06-02,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 060225 Shop Cherri LLC 39058733,-109.74
2025-06-02,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 060225 Shop Cherri LLC 39061531,-64.55
2025-06-02,ACH Withdrawal PAYPAL INST XFER 060225 GABRIELLA SCARINGE UBER EATS,-60.78
2025-06-02,ACH Withdrawal PAYPAL INST XFER 060225 GABRIELLA SCARINGE UBER,-30.48
2025-06-02,ACH Withdrawal PAYPAL INST XFER 060225 GABRIELLA SCARINGE UBER EATS,-26.72
2025-06-02,ACH Withdrawal PAYPAL INST XFER 060225 GABRIELLA SCARINGE UBER,-15.97
2025-06-02,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 060225 GABRIELLA SCARINGE M121054080121,-14.88
2025-06-02,ACH Withdrawal PAYPAL INST XFER 060225 GABRIELLA SCARINGE UBER EATS,-13.56
2025-06-03,ATM Cash Deposit,4400.00
2025-06-03,ACH deposit shopify TRANSFER 060325 GABRIELLA SCARINGE ST-C1S3O3E8Y0J8,860.32
2025-06-03,ACH deposit TikTok Inc PAYMENT 060325 Shop Cherri LLC 000000XXXXX1494,151.08
2025-06-03,ACH deposit AFTERPAY 1217 EDI PAYMNT 060325 Gabriella Scaringe HXxSOMU7aFuGem1,78.66
2025-06-03,ACH deposit SHOPPAYINST AFRM PAYMENTS 060325 Cherri LELKQJ3039KQ3ZY,71.35
2025-06-03,ACH deposit TikTok Inc PAYMENT 060325 Shop Cherri LLC 000000XXXXX2917,70.16
2025-06-03,ACH deposit SHOPPAYINST AFRM PAYMENTS 060325 Cherri 2X5D1S0OJSVUBME,34.51
2025-06-03,ACH deposit TikTok Inc PAYMENT 060325 Shop Cherri LLC 000000XXXXX0921,31.52
2025-06-03,ACH PAYMENT TO ....4139 UTIDMMML8IGWDXH0XMT INV MDCH1012,-2000.00
2025-06-03,ACH Withdrawal CLEARCO NN772DE 060325 Shop Cherri LLC JJ9C,-143.06
2025-06-03,ACH Withdrawal CLEARCO NN772DE 060325 Shop Cherri LLC T9R4,-131.18
2025-06-03,ACH Withdrawal PAYPAL INST XFER 060325 GABRIELLA SCARINGE PICMONKEY,-130.65
2025-06-03,ACH Withdrawal CAPITAL ONE ONLINE PMT 060325 GABRIELLA SCARINGE 43GLAKED9EGHKNU,-100.00
2025-06-03,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 060325 Shop Cherri LLC 39093205,-95.56
2025-06-03,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 060325 Shop Cherri LLC 39095974,-56.21
2025-06-03,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 060325 GABRIELLA SCARINGE M121057823946,-12.15
2025-06-03,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 060325 GABRIELLA SCARINGE M121055913176,-7.89
2025-06-03,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 060325 GABRIELLA SCARINGE M121059252727,-7.68
2025-06-04,ACH deposit SHOPIFY TRANSFER 060425 GABRIELLA SCARINGE ST-Y6M0O5N7I6P5,264.24
2025-06-04,ACH deposit SHOPIFY TRANSFER 060425 GABRIELLA SCARINGE CHERRI,64.70
2025-06-04,ACH deposit TikTok Inc PAYMENT 060425 Shop Cherri LLC 000000XXXXX5174,11.20
2025-06-04,Debit Card Purchase 060425 NEW YORK CUSTOM LABELS WOODSTOCK  NY,-212.25
2025-06-04,ACH Withdrawal STELLAR FASHION SALE 060425 GABRIELLA SCARINGE,-1242.37
2025-06-04,ACH Withdrawal CHASE CREDIT CRD EPAY 060425 GABRIELLA MARIE SCARIN 8456843087,-305.00
2025-06-04,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 060425 Shop Cherri LLC 39127199,-118.12
2025-06-04,ACH Withdrawal STELLAR FASHION SALE 060425 GABRIELLA SCARINGE,-75.00
2025-06-04,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 060425 Shop Cherri LLC 39130134,-69.48
2025-06-04,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 060425 Shop Cherri LLC 39183545,-65.50
2025-06-04,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 060425 Shop Cherri LLC 39189205,-38.53
2025-06-04,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 060425 Shop Cherri LLC 39156134,-25.21
2025-06-04,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 060425 Shop Cherri LLC 39159826,-14.83
2025-06-04,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 060425 GABRIELLA SCARINGE M121060239017,-4.30
2025-06-05,ACH deposit shopify TRANSFER 060525 GABRIELLA SCARINGE ST-T1O7O4P8X7F1,533.68
2025-06-05,ACH deposit SHOPIFY TRANSFER 060525 GABRIELLA SCARINGE CHERRI,105.87
2025-06-05,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 060525 Shop Cherri LLC 39216820,-161.25
2025-06-05,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 060525 Shop Cherri LLC 39219711,-94.85
2025-06-05,ACH Withdrawal GOOGLE APPS_COMME 060525 Gabriella Scaringe US0046P87N,-31.35
2025-06-05,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 060525 GABRIELLA SCARINGE M121062485966,-6.05
2025-06-06,ACH deposit SHOPIFY TRANSFER 060625 GABRIELLA SCARINGE CHERRI,382.09
2025-06-06,ACH deposit SHOPIFY TRANSFER 060625 GABRIELLA SCARINGE ST-K6Z6U7Y9E9S9,351.03
2025-06-06,ACH deposit TikTok Inc PAYMENT 060625 Shop Cherri LLC 000000XXXXX4371,23.52
2025-06-06,ACH Withdrawal CLEARCO NN772DE 060625 Shop Cherri LLC 33TC,-125.89
2025-06-06,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 060625 Shop Cherri LLC 39265418,-110.51
2025-06-06,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 060625 Shop Cherri LLC 39268224,-65.00
2025-06-06,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 060625 GABRIELLA SCARINGE M121064409948,-19.93
2025-06-09,ACH deposit shopify TRANSFER 060925 GABRIELLA SCARINGE ST-Q5O5W2O4T1E7,753.26
2025-06-09,ACH deposit SHOPIFY TRANSFER 060925 GABRIELLA SCARINGE CHERRI,158.22
2025-06-09,ACH deposit SHOPIFY TRANSFER 060925 GABRIELLA SCARINGE CHERRI,133.20
2025-06-09,ACH deposit TikTok Inc PAYMENT 060925 Shop Cherri LLC 000000XXXXX8684,32.92
2025-06-09,Debit Card Purchase 060925 SERVICINGSOLUTIONSCARD 8779300422 TX,-724.00
2025-06-09,ACH Withdrawal SVCING SOLUTIONS BILLPAY 060925 GABRIELLA SCARINGE SERVICINGSOLUTI,-724.00
2025-06-09,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 060925 Shop Cherri LLC 39316863,-147.90
2025-06-09,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 060925 Shop Cherri LLC 39319614,-87.00
2025-06-09,ACH Withdrawal PAYPAL INST XFER 060925 GABRIELLA SCARINGE DHLEXPRESSU,-21.21
2025-06-09,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 060925 GABRIELLA SCARINGE M121066393032,-14.24
2025-06-10,ACH deposit SHOPIFY TRANSFER 061025 GABRIELLA SCARINGE ST-I0W3T6C9F5V7,1369.42
2025-06-10,ACH deposit TikTok Inc PAYMENT 061025 Shop Cherri LLC 000000XXXXX0925,217.68
2025-06-10,"ACH deposit TikTok Shop 2506095202 061025 Shop Cherri LLC USLCEWELSX,",193.36
2025-06-10,ACH deposit AFTERPAY 1217 EDI PAYMNT 061025 Gabriella Scaringe itKgNbNCNpfdJxr,110.64
2025-06-10,ACH deposit SHOPPAYINST AFRM PAYMENTS 061025 Cherri 8QNHD7IMSBM4JXC,81.14
2025-06-10,ACH deposit TikTok Inc PAYMENT 061025 Shop Cherri LLC 000000XXXXX1348,73.20
2025-06-10,ACH Withdrawal CLEARCO NN772DE 061025 Shop Cherri LLC WZVJ,-143.06
2025-06-10,ACH Withdrawal CLEARCO NN772DE 061025 Shop Cherri LLC B8Y7,-131.18
2025-06-10,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 061025 Shop Cherri LLC 39352244,-116.77
2025-06-10,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 061025 Shop Cherri LLC 39354973,-68.69
2025-06-10,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 061025 GABRIELLA SCARINGE M121068305281,-21.82
2025-06-10,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 061025 GABRIELLA SCARINGE M121070213949,-14.80
2025-06-10,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 061025 GABRIELLA SCARINGE M121071790598,-9.17
2025-06-11,ACH deposit shopify TRANSFER 061125 GABRIELLA SCARINGE ST-Z3X8U4I8T0X5,433.58
2025-06-11,ACH deposit SHOPPAYINST AFRM PAYMENTS 061125 Cherri SKIAYBQU0AGE9MV,291.11
2025-06-11,ACH deposit SHOPIFY TRANSFER 061125 GABRIELLA SCARINGE CHERRI,239.74
2025-06-11,ACH deposit TikTok Inc PAYMENT 061125 Shop Cherri LLC 000000XXXXX2247,194.91
2025-06-11,ACH deposit OrderProtectionc EDI PYMNTS 061125 Gabriella Scaringe 103395XXXXX5084,25.28
2025-06-11,Debit Card Purchase 061125 RESOURCE FASHION   NEW YORK  NY,-400.00
2025-06-11,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 061125 Shop Cherri LLC 39443233,-166.48
2025-06-11,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 061125 Shop Cherri LLC 39416168,-110.76
2025-06-11,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 061125 Shop Cherri LLC 39449369,-97.93
2025-06-11,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 061125 Shop Cherri LLC 39387381,-78.46
2025-06-11,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 061125 Shop Cherri LLC 39420025,-65.15
2025-06-11,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 061125 Shop Cherri LLC 39390356,-46.15
2025-06-11,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 061125 GABRIELLA SCARINGE M121072818468,-9.06
2025-06-12,ACH deposit shopify TRANSFER 061225 GABRIELLA SCARINGE ST-D9D3J1R0L9G1,671.13
2025-06-12,ACH deposit SHOPIFY TRANSFER 061225 GABRIELLA SCARINGE CHERRI,458.34
2025-06-12,ACH deposit TikTok Inc PAYMENT 061225 Shop Cherri LLC 000000XXXXX5549,124.26
2025-06-12,Mobile Debit Purchase 061225 AMAZON RETA NH0PA42K1 SEATTLE WA,-46.47
2025-06-12,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 061225 Shop Cherri LLC 39475608,-179.75
2025-06-12,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 061225 Shop Cherri LLC 39478557,-105.73
2025-06-12,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 061225 GABRIELLA SCARINGE M121074628887,-15.67
