Date,Description,Amount
2025-01-06,ACH Withdrawal CLEARCO NN772DE 010625 Shop Cherri LLC 4CQA,-243.34
2025-01-06,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 010625 Shop Cherri LLC 34149228,-66.84
2025-01-06,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 010625 Shop Cherri LLC 34171814,-59.76
2025-01-06,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 010625 Shop Cherri LLC 34152967,-39.32
2025-01-06,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 010625 Shop Cherri LLC 34173248,-35.15
2025-01-06,ACH Withdrawal GOOGLE APPS_COMME 010625 Gabriella Scaringe US0044BWJ5,-31.35
2025-01-06,Overdraft charge DR AMT 59.76 0000000000 010625,-35.00
2025-01-06,Overdraft charge DR AMT 66.84 0000000000 010625,-35.00
2025-01-06,Overdraft charge DR AMT 243.34 0000000000 010625,-35.00
2025-01-06,"Overdraft charge DR AMT 1,000.00 0000000000 010625",-35.00
2025-01-07,ACH deposit shopify TRANSFER 010725 GABRIELLA SCARINGE ST-H4J3U4O7T1T4,748.12
2025-01-07,"ACH deposit TikTok Shop 2501065201 010725 Shop Cherri LLC USLCEWELSX,",110.46
2025-01-07,ACH deposit SHOPPAYINST AFRM PAYMENTS 010725 Cherri WCT3CVHOJPGKIEP,107.68
2025-01-07,ACH deposit AFTERPAY 1217 EDI PAYMNT 010725 Gabriella Scaringe A7H4ZliX0WR9I6o,63.85
2025-01-07,ACH deposit TikTok Inc PAYMENT 010725 Shop Cherri LLC 000000XXXXX9771,63.11
2025-01-07,Debit Card Purchase 010725 ORDER PROTECTION   LEHI   UT,-4.93
2025-01-08,ACH deposit shopify TRANSFER 010825 GABRIELLA SCARINGE ST-N9R0Z1O0Z6M3,216.62
2025-01-08,ACH deposit SHOPPAYINST AFRM PAYMENTS 010825 Cherri DFJJRLEJMQI98C2,113.23
2025-01-08,ACH deposit TikTok Inc PAYMENT 010825 Shop Cherri LLC 000000XXXXX4476,96.74
2025-01-08,Debit Card Purchase 010825 ORDER PROTECTION   LEHI   UT,-8.25
2025-01-08,ACH Withdrawal SVCING SOLUTIONS BILLPAY 010825 GABRIELLA SCARINGE SERVICINGSOLUTI,-724.00
2025-01-08,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 010825 Shop Cherri LLC 34258110,-80.93
2025-01-08,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 010825 Shop Cherri LLC 34282777,-73.68
2025-01-08,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 010825 Shop Cherri LLC 34305948,-73.43
2025-01-08,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 010825 Shop Cherri LLC 34251266,-47.61
2025-01-08,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 010825 Shop Cherri LLC 34289411,-43.34
2025-01-08,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 010825 Shop Cherri LLC 34309770,-43.20
2025-01-08,Overdraft charge DR AMT 73.43 0000000000 010825,-35.00
2025-01-08,Overdraft charge DR AMT 73.68 0000000000 010825,-35.00
2025-01-08,Overdraft charge DR AMT 80.93 0000000000 010825,-35.00
2025-01-08,Overdraft charge DR AMT 724.00 0000000000 010825,-35.00
2025-01-09,ACH deposit TikTok Inc PAYMENT 010925 Shop Cherri LLC 000000XXXXX3567,135.47
2025-01-09,ACH deposit SHOPIFY TRANSFER 010925 GABRIELLA SCARINGE CHERRI,85.40
2025-01-09,ACH deposit shopify TRANSFER 010925 GABRIELLA SCARINGE ST-J0Z6O9Y8N8B5,84.00
2025-01-09,Debit Card Purchase 010925 ORDER PROTECTION   LEHI   UT,-2.55
2025-01-09,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 010925 Shop Cherri LLC 34335010,-14.71
2025-01-09,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 010925 Shop Cherri LLC 34338137,-8.66
2025-01-09,ACH withdrawal PAYPAL INST XFER 010925 CHERRI   METAPLATFOR,-1100.00
2025-01-09,Overdraft charge DR AMT 2.55 0000000000 010925,-35.00
2025-01-09,Overdraft charge DR AMT 8.66 0000000000 010925,-35.00
2025-01-09,Overdraft charge DR AMT 14.71 0000000000 010925,-35.00
2025-01-09,"Overdraft charge DR AMT 1,100.00 0000000000 010925",-35.00
2025-01-10,INSTANT TRANSFER RECEIVED FROM ....6721 UTIDMM5PRSDL3UFVFK6,2500.00
2025-01-10,ACH deposit shopify TRANSFER 011025 GABRIELLA SCARINGE ST-R0U6M0K7H8M5,205.63
2025-01-10,ACH deposit TikTok Inc PAYMENT 011025 Shop Cherri LLC 000000XXXXX4610,62.95
2025-01-10,Debit Card Purchase 011025 ORDER PROTECTION   LEHI   UT,-6.75
2025-01-10,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 011025 Shop Cherri LLC 34370004,-36.00
2025-01-10,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 011025 Shop Cherri LLC 34373053,-21.17
2025-01-13,ATM Cash Deposit,2800.00
2025-01-13,ACH deposit shopify TRANSFER 011325 GABRIELLA SCARINGE ST-L9Q7X5Z1I4D0,218.69
2025-01-13,ACH deposit TikTok Inc PAYMENT 011325 Shop Cherri LLC 000000XXXXX1980,155.70
2025-01-13,"ACH deposit TikTok Shop 2501105201 011325 Shop Cherri LLC USLCEWELSX,",42.59
2025-01-13,Debit Card Purchase 011325 ORDER PROTECTION   LEHI   UT,-5.28
2025-01-13,Debit Card Purchase 011325 ORDER PROTECTION   LEHI   UT,-6.80
2025-01-13,Debit Card Purchase 011325 ORDER PROTECTION   LEHI   UT,-14.05
2025-01-13,ACH Withdrawal PAYPAL INST XFER 011325 CHERRI METAPLATFOR,-1200.00
2025-01-13,ACH Withdrawal CLEARCO NN772DE 011325 Shop Cherri LLC NSSN,-243.34
2025-01-13,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 011325 Shop Cherri LLC 34400625,-38.38
2025-01-13,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 011325 Shop Cherri LLC 34393766,-22.58
2025-01-14,ACH deposit shopify TRANSFER 011425 GABRIELLA SCARINGE ST-U4Y3I7W4R1U3,1025.62
2025-01-14,ACH deposit SHOPPAYINST AFRM PAYMENTS 011425 Cherri C962Y4OJH5MGDN2,110.88
2025-01-14,ACH deposit TikTok Inc PAYMENT 011425 Shop Cherri LLC 000000XXXXX4946,13.95
2025-01-14,Debit Card Purchase 011425 ORDER PROTECTION   LEHI   UT,-13.24
2025-01-14,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 011425 Shop Cherri LLC 34430999,-82.76
2025-01-14,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 011425 Shop Cherri LLC 34424112,-48.68
2025-01-15,ACH deposit shopify TRANSFER 011525 GABRIELLA SCARINGE ST-L8M9C3P4Q6P9,414.95
2025-01-15,ACH deposit SHOPIFY TRANSFER 011525 GABRIELLA SCARINGE CHERRI,228.94
2025-01-15,ACH deposit OrderProtectionc EDI PYMNTS 011525 Gabriella Scaringe 103395XXXXX5057,124.34
2025-01-15,ACH deposit TikTok Inc PAYMENT 011525 Shop Cherri LLC 000000XXXXX1121,5.88
2025-01-15,Debit Card Purchase 011525 ORDER PROTECTION   LEHI   UT,-4.67
2025-01-15,Mobile Debit Purchase 011525 AMZ AMAZON PAYMENTS  AMZN COM BIL WA,-39.99
2025-01-15,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 011525 Shop Cherri LLC 34485583,-120.34
2025-01-15,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 011525 Shop Cherri LLC 34508826,-73.23
2025-01-15,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 011525 Shop Cherri LLC 34492447,-70.79
2025-01-15,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 011525 Shop Cherri LLC 34512820,-43.08
2025-01-15,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 011525 Shop Cherri LLC 34460028,-37.41
2025-01-15,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 011525 Shop Cherri LLC 34463165,-22.01
2025-01-16,ACH deposit shopify TRANSFER 011725 GABRIELLA SCARINGE ST-Z3K7N7J5H8B6,1041.65
2025-01-16,ACH deposit SHOPPAYINST AFRM PAYMENTS 011725 Cherri PSF7JQRNSUNISQT,34.51
2025-01-16,Mobile Debit Purchase 011625 SHIPBOB COM      CHICAGO  IL,-2.40
2025-01-16,Debit Card Purchase 011625 ORDER PROTECTION   LEHI   UT,-22.64
2025-01-16,ACH Withdrawal PAYPAL INST XFER 011725 CHERRI METAPLATFOR,-1300.00
2025-01-16,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 011725 Shop Cherri LLC 34539250,-209.07
2025-01-16,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 011725 Shop Cherri LLC 34532363,-122.98
2025-01-17,ACH deposit SHOPIFY TRANSFER 011825 GABRIELLA SCARINGE CHERRI,350.80
2025-01-17,ACH deposit shopify TRANSFER 011825 GABRIELLA SCARINGE ST-L2Z4G6B1S7R6,306.99
2025-01-17,ACH deposit SHOPPAYINST AFRM PAYMENTS 011825 Cherri 1VVZX4YIVWY47B4,77.07
2025-01-17,ACH deposit TikTok Inc PAYMENT 011825 Shop Cherri LLC 000000XXXXX4005,21.56
2025-01-17,ACH deposit TikTok Inc PAYMENT 011825 Shop Cherri LLC 000000XXXXX7931,9.06
2025-01-17,Debit Card Purchase 011725 ORDER PROTECTION   LEHI   UT,-29.11
2025-01-17,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 011825 Shop Cherri LLC 34575041,-157.66
2025-01-17,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 011825 Shop Cherri LLC 34568009,-92.74
2025-01-21,ACH deposit shopify TRANSFER 012125 GABRIELLA SCARINGE ST-B7B2D4F6E0H4,291.58
2025-01-21,ACH deposit SHOPIFY TRANSFER 012125 GABRIELLA SCARINGE CHERRI,254.80
2025-01-21,ACH deposit SHOPIFY TRANSFER 012125 GABRIELLA SCARINGE CHERRI,140.10
2025-01-21,ACH deposit TikTok Inc PAYMENT 012125 Shop Cherri LLC 000000XXXXX1680,37.48
2025-01-21,ACH deposit SHOPPAYINST AFRM PAYMENTS 012125 Cherri RMSO5MTRSRMOX97,35.43
2025-01-21,ACH deposit TikTok Inc PAYMENT 012125 Shop Cherri LLC 000000XXXXX9845,17.64
2025-01-21,ACH deposit TikTok Inc PAYMENT 012125 Shop Cherri LLC 000000XXXXX9294,14.19
2025-01-21,Debit Card Purchase 012125 ORDER PROTECTION   LEHI   UT,-2.79
2025-01-21,Debit Card Purchase 012125 RESOURCE FASHION   NEW YORK  NY,-7.94
2025-01-21,Debit Card Purchase 012125 ORDER PROTECTION   LEHI   UT,-10.28
2025-01-21,Debit Card Purchase 012125 RESOURCE FASHION   NEW YORK  NY,-40.55
2025-01-21,ACH Withdrawal PAYPAL INST XFER 012125 CHERRI METAPLATFOR,-1450.00
2025-01-21,ACH Withdrawal CLEARCO NN772DE 012125 Shop Cherri LLC BVSN,-243.34
2025-01-21,ACH Withdrawal SHOPPAYINST AFRM PAYMENTS 012125 Cherri 8UHHHOTEVAWC78O,-107.98
2025-01-21,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 012125 Shop Cherri LLC 34609755,-57.56
2025-01-21,IAT ACH Withdrawal THREECOLTS INDIA IAT PAYPAL 012125 CHERRI 1039748854151,-49.00
2025-01-21,ACH Withdrawal UPSBILLCTR 0000F5W411,-37.54
2025-01-21,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 012125 Shop Cherri LLC 34612666,-33.86
2025-01-21,ACH Withdrawal PAYPAL INST XFER 012125 CHERRI PRINTFULINC,-13.17
2025-01-21,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 012125 GABRIELLA SCARINGE M120844048202,-12.78
2025-01-22,Customer Deposit,3800.00
2025-01-22,ACH deposit shopify TRANSFER 012225 GABRIELLA SCARINGE ST-W4E8O2W4V1K5,1705.61
2025-01-22,ACH deposit SHOPPAYINST AFRM PAYMENTS 012225 Cherri SB78A65JT34RB6O,138.09
2025-01-22,ACH deposit SHOPIFY TRANSFER 012225 GABRIELLA SCARINGE CHERRI,110.81
2025-01-22,ACH deposit SHOPPAYINST AFRM PAYMENTS 012225 Cherri 7T8JQNGDZJ64L5K,77.38
2025-01-22,"ACH deposit TikTok Shop 2501215201 012225 Shop Cherri LLC USLCEWELSX,",40.96
2025-01-22,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 012225 Shop Cherri LLC 34645202,-103.60
2025-01-22,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 012225 Shop Cherri LLC 34647999,-60.94
2025-01-22,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 012225 GABRIELLA SCARINGE M120844949101,-6.08
2025-01-23,ACH deposit shopify TRANSFER 012325 GABRIELLA SCARINGE ST-T0O7V4N5Y9U1,349.38
2025-01-23,ACH deposit SHOPPAYINST AFRM AutoPay 012325 Cherri ABT8DKM6MD32PGE,270.70
2025-01-23,ACH deposit SHOPIFY TRANSFER 012325 GABRIELLA SCARINGE CHERRI,138.73
2025-01-23,ACH deposit TikTok Inc PAYMENT 012325 Shop Cherri LLC 000000XXXXX3985,41.98
2025-01-23,Recur Mobile Debit Purchase 012325 SHOPIFY XXXXX5140 ELK GROVE VI IL,-762.71
2025-01-23,ACH Withdrawal STELLAR FASHION SALE 012325 GABRIELLA SCARINGE,-2500.00
2025-01-23,ACH Withdrawal STELLAR FASHION SALE 012325 GABRIELLA SCARINGE,-192.00
2025-01-23,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 012325 Shop Cherri LLC 34743520,-119.41
2025-01-23,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 012325 Shop Cherri LLC 34768265,-110.20
2025-01-23,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 012325 Shop Cherri LLC 34720162,-99.35
2025-01-23,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 012325 Shop Cherri LLC 34695101,-98.39
2025-01-23,ACH Withdrawal STELLAR FASHION SALE 012325 GABRIELLA SCARINGE,-90.00
2025-01-23,ACH Withdrawal STELLAR FASHION SALE 012325 GABRIELLA SCARINGE,-80.00
2025-01-23,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 012325 Shop Cherri LLC 34746848,-70.24
2025-01-23,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 012325 Shop Cherri LLC 34776094,-64.82
2025-01-23,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 012325 Shop Cherri LLC 34726507,-58.44
2025-01-23,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 012325 Shop Cherri LLC 34688194,-57.88
2025-01-23,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 012325 GABRIELLA SCARINGE M80843989952,-19.33
2025-01-24,ACH deposit shopify TRANSFER 012425 GABRIELLA SCARINGE ST-J0V2Z4Z4Q4D2,106.05
2025-01-24,ACH deposit SHOPPAYINST AFRM PAYMENTS 012425 Cherri R149452PN9G1ZUS,91.96
2025-01-24,ACH deposit SHOPIFY TRANSFER 012425 GABRIELLA SCARINGE CHERRI,84.43
2025-01-24,"ACH deposit TikTok Shop 2501235201 012425 Shop Cherri LLC USLCEWELSX,",8.00
2025-01-24,Recur Mobile Debit Purchase 012425 LATER COM      VANCOUVER BC,-391.95
2025-01-24,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 012425 Shop Cherri LLC 34802426,-77.35
2025-01-24,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 012425 Shop Cherri LLC 34805522,-45.50
2025-01-24,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 012425 GABRIELLA SCARINGE M120846810808,-4.33
2025-01-27,ACH deposit shopify TRANSFER 012725 GABRIELLA SCARINGE ST-M3Z2C5D4U6A1,404.84
2025-01-27,ACH deposit SHOPIFY TRANSFER 012725 GABRIELLA SCARINGE CHERRI,187.73
2025-01-27,ACH deposit SHOPIFY TRANSFER 012725 GABRIELLA SCARINGE CHERRI,169.40
2025-01-27,ACH deposit SHOPIFY TRANSFER 012725 GABRIELLA SCARINGE CHERRI,144.91
2025-01-27,ACH deposit SHOPPAYINST AFRM PAYMENTS 012725 Cherri F9FBG5JYSVGG60E,82.50
2025-01-27,ACH deposit TikTok Inc PAYMENT 012725 Shop Cherri LLC 000000XXXXX4475,26.29
2025-01-27,ACH Withdrawal PAYPAL INST XFER 012725 CHERRI METAPLATFOR,-1600.00
2025-01-27,ACH Withdrawal IMPACT RADIUS LEAD CHARG 012725 GABRIELLASCARINGE 290587,-1183.19
2025-01-27,ACH Withdrawal CLEARCO NN772DE 012725 Shop Cherri LLC 2PJZ,-243.34
2025-01-27,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 012725 Shop Cherri LLC 34832796,-105.94
2025-01-27,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 012725 Shop Cherri LLC 34825795,-62.32
2025-01-27,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 012725 GABRIELLA SCARINGE M120848375920,-3.82
2025-01-28,ACH deposit shopify TRANSFER 012825 GABRIELLA SCARINGE ST-L7Q0V3V5C7R7,561.10
2025-01-28,ACH deposit TikTok Inc PAYMENT 012825 Shop Cherri LLC 000000XXXXX9518,459.77
2025-01-28,ACH deposit SHOPIFY TRANSFER 012825 GABRIELLA SCARINGE CHERRI,253.11
2025-01-28,ACH deposit SHOPPAYINST AFRM AutoPay 012825 Cherri 021SVFB58091U0G,240.31
2025-01-28,ACH deposit AFTERPAY 1217 EDI PAYMNT 012825 Gabriella Scaringe dRJ3czAIJvAuPuR,76.36
2025-01-28,ACH deposit SHOPPAYINST AFRM PAYMENTS 012825 Cherri 5YGMEIBEYZD5A4T,71.35
2025-01-28,ACH deposit SHOPPAYINST AFRM PAYMENTS 012825 Cherri 8FW836CPJN8MPDZ,62.50
2025-01-28,ACH Withdrawal PAYPAL INST XFER 012825 CHERRI METAPLATFOR,-674.07
2025-01-28,ACH Withdrawal PAYPAL INST XFER 012825 CHERRI METAPLATFOR,-394.08
2025-01-28,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 012825 Shop Cherri LLC 34863992,-79.93
2025-01-28,ACH Withdrawal UPSBILLCTR 0000F5W411,-49.02
2025-01-28,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 012825 Shop Cherri LLC 34856847,-47.02
2025-01-28,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 012825 GABRIELLA SCARINGE M120850129595,-11.03
2025-01-28,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 012825 GABRIELLA SCARINGE M120851709394,-10.23
2025-01-28,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 012825 GABRIELLA SCARINGE M120852781971,-2.50
2025-01-29,Customer Deposit,5000.00
2025-01-29,ACH deposit shopify TRANSFER 012925 GABRIELLA SCARINGE ST-S6G3T5Z9R5B3,592.05
2025-01-29,ACH deposit SHOPIFY TRANSFER 012925 GABRIELLA SCARINGE CHERRI,54.85
2025-01-29,"ACH deposit TikTok Shop 2501285202 012925 Shop Cherri LLC USLCEWELSX,",4.44
2025-01-29,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 012925 Shop Cherri LLC 34919865,-143.86
2025-01-29,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 012925 Shop Cherri LLC 34943270,-117.68
2025-01-29,ACH Withdrawal STELLAR FASHION SALE 012925 GABRIELLA SCARINGE,-90.00
2025-01-29,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 012925 Shop Cherri LLC 34926529,-84.63
2025-01-29,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 012925 Shop Cherri LLC 34946788,-69.23
2025-01-29,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 012925 Shop Cherri LLC 34894934,-50.46
2025-01-29,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 012925 Shop Cherri LLC 34888021,-29.68
2025-01-29,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 012925 GABRIELLA SCARINGE M120853736873,-17.22
2025-01-30,ACH deposit shopify TRANSFER 013025 GABRIELLA SCARINGE ST-D3E6V2D4B5O3,827.23
2025-01-30,ACH deposit TikTok Inc PAYMENT 013025 Shop Cherri LLC 000000XXXXX6349,635.99
2025-01-30,ACH deposit SHOPIFY TRANSFER 013025 GABRIELLA SCARINGE CHERRI,163.61
2025-01-30,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 013025 Shop Cherri LLC 34973951,-254.79
2025-01-30,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 013025 Shop Cherri LLC 34967024,-149.88
2025-01-30,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 013025 GABRIELLA SCARINGE M120855332634,-15.52
2025-01-31,ACH deposit shopify TRANSFER 013125 GABRIELLA SCARINGE ST-G4D8V2Z1W0E7,704.23
2025-01-31,ACH deposit SHOPIFY TRANSFER 013125 GABRIELLA SCARINGE CHERRI,614.92
2025-01-31,ACH deposit TikTok Inc PAYMENT 013125 Shop Cherri LLC 000000XXXXX5066,358.98
2025-01-31,ACH deposit SHOPPAYINST AFRM PAYMENTS 013125 Cherri 8YPSYVLHEWZ1M8M,105.09
2025-01-31,ACH Withdrawal STELLAR FASHION SALE 013125 GABRIELLA SCARINGE,-6356.25
2025-01-31,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 013125 Shop Cherri LLC 35009766,-156.20
2025-01-31,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 013125 Shop Cherri LLC 35002810,-91.88
2025-01-31,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 013125 GABRIELLA SCARINGE M120856787294,-20.00
2025-01-31,Cash deposit limit exceeded,-3.00
2025-02-03,INSTANT TRANSFER RECEIVED FROM ....6721 UTIDMMTB9WDPLSJKKD9,2500.00
2025-02-03,INSTANT TRANSFER RECEIVED FROM ....6721 UTIDMM0TQM7ASOHBIKF,1000.00
2025-02-03,ATM Cash Deposit,900.00
2025-02-03,ACH deposit TikTok Inc PAYMENT 020325 Shop Cherri LLC 000000XXXXX8992,286.39
2025-02-03,ACH deposit shopify TRANSFER 020325 GABRIELLA SCARINGE ST-A0Q5N9Y5C2T7,270.15
2025-02-03,ACH deposit SHOPIFY TRANSFER 020325 GABRIELLA SCARINGE CHERRI,248.10
2025-02-03,ACH deposit SHOPIFY TRANSFER 020325 GABRIELLA SCARINGE CHERRI,152.25
2025-02-03,Customer Deposit,100.00
2025-02-03,ACH deposit SHOPIFY TRANSFER 020325 GABRIELLA SCARINGE CHERRI,84.43
2025-02-03,Mobile Debit Purchase 020325 SHIPBOB COM      CHICAGO   IL . information. the error or problem appeared. an error or why you need more information. the time it takes us to complete our investigation.,-2.56
2025-02-03,ACH PAYMENT TO ....4139 UTIDMMXRNFHJWHNM6S5 MDCH 1008,-2000.00
2025-02-03,ACH Withdrawal ITB FULFILLMENT SALE 020325 GABRIELLA SCARINGE,-3824.96
2025-02-03,ACH Withdrawal PAYPAL INST XFER 020325 CHERRI METAPLATFOR,-1750.00
2025-02-03,ACH Withdrawal CLEARCO NN772DE 020325 Shop Cherri LLC GWAV,-243.34
2025-02-03,ACH Withdrawal CAPITAL ONE MOBILE PMT 020325 GABRIELLA SCARINGE 42QUJXI58VKLVIY,-200.00
2025-02-03,ACH Withdrawal SHOPIFY CAPITAL SHOPIFY 020325 Shop Cherri LLC 35041230,-106.14
2025-02-03,ACH Withdrawal SHOPIFY CREDIT SHOPIFY 020325 Shop Cherri LLC 35044106,-62.44
2025-02-03,ACH Withdrawal ORDERPROTECTION. ORDERPROTE 020325 GABRIELLA SCARINGE M120858303723,-11.79
2025-02-04,ACH deposit shopify TRANSFER 020425 GABRIELLA SCARINGE ST-H5N1E5D4C8O5,2008.41
2025-02-04,ACH deposit SHOPPAYINST AFRM PAYMENTS 020425 Cherri 8PFX6CGQF1ODQIH,147.73
2025-02-04,"ACH deposit TikTok Shop 2502035201 020425 Shop Cherri LLC USLCEWELSX,",139.93
